title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Challenges in combatting female genital mutilation: narratives of black Sub-Saharan African (BSSA) women in the English west Midlands region,"['Mathew Nyashanu', 'Maureen Mguni']","Purpose It is believed that more than 120 million women have undergone female genital mutilation (FGM) and more than 2 million young girls are at risk of undergoing FGM. FGM is practiced in different parts of the world. With globalisation and the increased movement of people across the globe, FGM is now a global problem. While ending FGM remains a priority, the approaches and strategies being used have generated contested views across the social divide. The purpose of this study is to explore the challenges in combatting FGM as experienced by Black Sub-Saharan African (BSSA) women in Diaspora. Design/methodology/approach This qualitative study used a phenomenological approach. Narratives were collected from 40 BSSA women from 20 Sub-Saharan African countries living in the English West Midlands region. A thematic approach underpinned by the four phases of data analysis in the Silences Framework were used to analyse the data. Findings The research study found that stigmatisation of survivors, utilisation of graphic images in FGM awareness, exclusion of practising communities’ gatekeepers in FGM interventions, conflation of religion and FGM practice and obsession with securing a conviction were obstacles in combating FGM. Diaspora community-driven studies exploring FGM and contested notions in addressing it from women perspectives are scarce. Originality/value This study pulls together the experiences of BSSA women and their perspectives on contested notions in combating FGM in the UK. The debate asserts the growing need to consider gender sensitive radical interventions, which involves educating perpetrators and gatekeepers among FGM practising communities.",Article,1 , International Journal of Human Rights in Healthcare,5d ago,0,"
Download",0,0,19
Beyond Disciplines: Spoken Word as Participatory Arts-based Research,['Helen Johnson'],"For many, the arts and sciences stand at opposite ends of an unbridgeable divide: the sciences, rigid, objective, systematic and authoritative; the arts, fluid, subjective, dynamic and capricious. Yet, there is a long history of productive dialogue and interconnection between these fields. Arts-based research represents a particularly fertile form of arts/science interaction. This paper interweaves poetry, theoretical discussion and empirical research to make the case for spoken word poetry as an arts-based method of inquiry that can provide a radically different way of doing, being and collaborating in and through research. With reference to the innovative method of ‘collaborative poetics’ and to the work of youth slam/spoken word educators, I argue that social scientists and spoken word practitioners can learn much from one another’s tools, techniques and ways of thinking, creating new forms of knowledge, redefining the audience/author relationship, and facilitating a ‘critical resilience’ which enables both individual fortitude in the face of adversity and a means through which to challenge the conditions that give rise to this adversity. The paper thus considers how spoken word as participatory poetic inquiry enables participants, researchers and poets to address the critical complexities and challenges of contemporary life.",Article,1 , International Review of Qualitative Research,Dec 13,0,"
Download",0,1,21
"There’s An App For That: Context, Assumptions, Possibilities And Potential Pitfalls In The Use Of Digital Technologies To Address Refugee Mental Health","['Ruth Goodman', 'Linda Kirsten Tip', 'Kate Cavanagh']","The number of refugees is increasing (UNHCR, 2019). The experiences of refugees are linked to impaired mental health yet, this population faces barriers to accessing mental health support (Shannon et al., 2016). Digital mental health interventions are increasingly recognised as an avenue for overcoming these barriers (WHO, 2017). The present paper begins by introducing the area of digital approaches to mental health and developments in this area targeted at refugee populations specifically. We then take a step back to look at the wider picture of refugee mental health and technology. Drawing on Toyama’s Law of Amplification (2011; 2015) - that successful technical interventions amplify the intent and the capacity of the people involved - we discuss the importance of context, exploring the assumptions, possibilities and potential pitfalls in the use of digital technologies for addressing refugee mental health. We conclude that by collaborating with refugee populations, placing them at the centre of the design process for digital mental health interventions, we stand the greatest chance of creating the most useful tools.",Article,0 , Journal of Refugee Studies,Nov 30,0,"
Request full-text",1,0,7
‘You can’t have a good integration when you don’t have a good communication’: English-language Learning Among Resettled Refugees in England,"['Linda Morrice', 'Linda Kirsten Tip', 'Michael Collyer', 'Rupert Brown']","The research presented here is based on a large-scale, multi-methods study of refugees who have been resettled to the United Kingdom. We analyse quantitative data on language proficiency four or more years after resettlement to identify the key characteristics of those who are most likely to have low language proficiency and to be at risk of long-term dependency and exclusion. Qualitative interviews on experiences of language learning suggest that English-language policy and provision serve to exacerbate and compound the risk of social exclusion, rather than ameliorate the risk. Our findings draw attention to the lack of recognition and understanding of the diversity of resettled refugees and their differential capacities, needs and opportunities for learning. They also highlight the conflict between the policy goal of rapid entry into the labour market and the goal of language learning. These findings have clear implications for integration strategies and policy.",Article,9 , Journal of Refugee Studies,,0,"
Request full-text",11,6,41
Becoming a Youth Practitioner,['Mark Price'],,Article,5 , The International Journal of Interdisciplinary Social and Community Studies,Nov 24,0,"
Request full-text",1,0,6
"Why researchers are turning to music as a possible treatment for stroke, brain injuries and even Parkinson’s",['Rebecca Atkinson'],Explaining Neurologic Music Therapy and the benefits of music and the brain,Article,,,Nov 22,0,"
Request full-text",0,0,27
How to mentor beginning physical education teachers through the lesson planning process,"['Jon Binney', 'Deb Barrett', 'Simon Green[...]', 'Warren Smart']",,Chapter,,,Nov 5,0,"
Request full-text",0,,1
Mohajir militancy in Pakistan: Violence and transformation in the Karachi conflict,['Nichola Khan'],"Synthesizing political, anthropological and psychological perspectives, this book addresses the everyday causes and appeal of long-term involvement in extreme political violence in urban Pakistan. Taking Pakistan's ethno nationalist Mohajir party, the Muttahida Qaumi Movement (MQM) as a case study, it explores how certain men from the ethnic community of Mohajirs are recruited to the roles and statuses of political killers, and sustain violence as a primary social identity and lifestyle over a period of some years. By drawing on detailed fieldwork in areas involved in the Karachi conflict, the author contributes to understandings of violence, tracing the development of violent aspects of Mohajir nationalism via an exploration of political and cultural contexts of Pakistan's history, and highlighting the repetitive homology of the conflict with the earlier violence of Partition. Through a local comparison of ethnic and religious militancy she also updates the current situation of social and cultural change in Karachi, which is dominantly framed in terms of Islamist radicalization and modernization. In her examination, governance and civil society issues are integrated with the political and psychological dimensions of mobilization processes and violence at micro-, meso- and macro- levels. This book injects a critical and innovative voice into the ongoing debates about the nature and meaning of radicalization and violence, as well as the specific implications it has for similar, contemporary conflicts in Pakistan and the developing world.",Article,,,Oct 25,0,"
Download",32,17,430
"Khan, N. 2010. Mohajir Militancy in Pakistan. Oxon, NY: Routledge.",['Nichola Khan'],"These are proofs, not the final published version, though close enough for those interested to read",Book,,,,0,"
Download",0,0,9
Three-sided football: DIY football and social transformationalism,['Benjin Pollock'],"Devised as an illustrative example of ‘triolectics’, Danish artist and philosopher Asger Jorn first conceived of three-sided football (3SF) in 1962 as a way to radically transform the world. However, 3SF remained a purely abstracted philosophical concept until 1994 when a group of anarchists, architects and artists decided to play the game for the first time. Since these early experiments, 3SF has been played and developed across the globe, from anti-racist football festivals in Germany, contemporary art installations in France, through to youth outreach programs in Colombia. Far beyond its emergent context, the game continues to resonate for a myriad of social actors in search of bottom-up ways to enact transformational change in contemporary culture. Drawing from forty-four semi-structured interviews with players, coaches, curators and activists, this paper provides the first ethnography into 3SF and privileges much needed perspectives into how ‘DIY Football’ initiatives are actively redefining individual and collective relationships to sport and politics in informal volunteer settings. Utilising the work of Bourdieu as a useful conceptual heuristic, it details how participants reflect upon, and negotiate, the challenges of reaching beyond the ‘doxic logics’ of binary competitive team sport. Moreover, how the democratic ‘desportised’ spaces of 3SF transcend quotidian sporting contexts and offer distinct forms of political renewal, social inclusion and practical education. This study further contends that the horizontalist non-hierarchical nature of the game develops critical consciousness and community leadership for those involved in the play.",Article,1 , Sport Education and Society,Oct 23,0,"
Download",0,1,53
