title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Patterns and Determinants of sub-Regional Migration: A case Study of Polish Construction Workers in Norway,"['Joanna Napierala', 'Paulina Trevena']",,Chapter,,,,0,"
Request full-text",0,,0
YOUTH-LED PEACE: The role of youth in peace processes,"['Asli Ozcelik Date', 'Yulia Nesterova', 'Graeme Young', 'Alex Maxwell']",,Technical Report,,,May 1,0,"
Download",0,1,45
Housing: Taming the Elephant in the Economy,"['Duncan Maclennan', 'Jinqiao Long', 'Hal Pawson[...]', 'Chris Leishman']","This report draws on a major review of Australian and international literature about relationships between housing systems and economic performance. It is also informed by the authors' empirical research on the perspectives of Australia's leading economists and housing market experts on housing-economy linkages. The report argues that housing system outcomes are imposing growing burdens on the Australian economy - specifically in terms of income and wealth inequality, financial stability and economic productivity.",Technical Report,,,,1,"
Download",1,1,33
Editors’ note,"['Andrew Hoskins', ""Ben O'Loughlin"", 'Barry Richards', 'Philip Seib']",,Article,0 ," Media, War and Conflict",,0,"
Request full-text",0,0,1
‘New’ migrations transforming the city:: East European settlement in Glasgow,"['Paulina Trevena', 'Rebecca Kay']","This chapter explores the relationship between recent migration from Central and Eastern Europe and the city. We discuss how this migration wave has transformed Glasgow but also how the city has shaped the experiences of its new residents, focusing in particular on workplaces, housing, neighbourhoods, and social connections.",Chapter,,,,0,"
Request full-text",3,1,26
"“They say ‘easy money’, telling you to predict the games”: an interview study with sports bettors in Lilongwe, Malawi","['Christopher Bunn', 'Otiyela Mtema', 'Laurence Nkhwazi[...]', 'John LLoyd Lwanda']",An exploration of young male sports bettors' approach to gambling in contemporary urban Malawi.,Chapter,,,Sep 2,0,"
Request full-text",0,0,22
The COVID-19 pandemic: the essential role of the voluntary sector in emergency response and resilience planning,"['Claire Bynner', 'Maureen McBride', 'Sarah Weakley']","This research note highlights the need to engage the voluntary sector in strategic emergency response and resilience planning with the local state. It draws on qualitative fieldwork in two Scottish local authorities, which explored service responses to the COVID-19 pandemic in high-poverty neighbourhoods. The data comprised 25 interviews with front-line workers and senior managers in voluntary sector and public sector organisations. Interviews were conducted during the spring 2020 lockdown and subsequent easing of restrictions. The article employs Young’s (2000) models of government to analyse the relationship between voluntary organisations and the state. The findings indicate that this iterative crisis requires the relational skills of the voluntary sector to supplement the local state and provide a sustainable response to the needs of vulnerable populations. There is a need for a new strategic and complementary relationship, one that fully engages locally embedded voluntary organisations at all stages of emergency response and resilience planning.",Article,1 , Voluntary Sector Review,Jul 19,0,"
Request full-text",0,,0
"Relationships between metropolitan, satellite and regional city size, spatial context and economic productivity","['Chris Leishman', 'Steven Bond-Smith', 'Weidong Liang[...]', 'Steven Rowley']","This report considers evidence about the existence and scale of agglomeration economies, including in Australian cities. It examines whether city size affects productivity, and whether economic productivity, city size and rising housing costs are interdependent.",Article,1 , AHURI Final Report,Jul 6,1,"
Download",0,3,53
How unhealthy commodity industries find a global audience in the English Premier League. Three case studies of brand engagement,"['Robin Ireland', 'Christopher Bunn', 'Stephanie Chambers', 'Gerda Reith']","Background: Establishing the English Premier League has resulted in a dramatic rise in commercial activities, raising public health concerns around unhealthy brand marketing. Methods: Three linked case studies analysed the marketing techniques of three of the Premier League’s partners in the 2019/20 season: Coca-Cola, Budweiser, and Cadbury. Data from Twitter were triangulated with promotional materials, product promotions in supermarkets and grey literature. An inductive thematic analysis explored the strategies used to engage fans. Results: The studies show sponsors purchasing access to fans and inserting their brands into the emotional and passionate environment of EPL football. Sponsors evoke cultural traditions to align with and engage fans, to encourage consumption. Consumption is ‘responsibilised’ and positioned as an individual choice. Conclusions: The marketing techniques identified exploit social and cultural dimensions of EPL football to increase consumption of unhealthy brands, with the potential to negatively impact on the health of the EPL’s audience.",Article,1 , Soccer and Society,,0,"
Request full-text",1,0,10
"Violent Extremism: Types, Implications, and Responses","['Eleni Christodoulou', 'Yulia Nesterova']",,Chapter,,,,0,"
Request full-text",0,0,10
Australian Experts Views of Housing in the Economy: Abstract Dreamings or Real Directions?,"['Duncan Maclennan', 'Jinqiao Long', 'Hal Pawson[...]', 'Chris Leishman']","This report analyses opinions of Australia’s top economists and other senior policy experts on how housing fits into economic and policy narratives in this country. It draws on results of an online survey of that involved 87 participants (47 economists and 40 non-economists). Survey respondents indicated their level of agreement or disagreement with 54 propositions on housing and economic policy, on the ways that housing system outcomes affect the economy, and on the functioning of Australia's housing market.",Technical Report,,,Feb 15,1,"
Download",1,2,94
Housing and productivity: all or nothing at all?,"['Duncan Maclennan', 'Jinqiao Long', 'Chris Leishman']",,Technical Report,,,,1,"
Download",0,3,82
Developing socially inclusive practices in Chilean higher-education classrooms through critical participatory action research,['Gaston Bacquet'],"Overview for upcoming doctoral research to be carried out in 2022, presented at the European Conference in Education 2021 in the UK: 1. Rationale, context and observed problem 2. Research aims and objectives 3. Theoretical framework 4. Research questions 5. Research design, methodology and data collection methods",Presentation,,,,0,"
Download",0,0,6
Introduction to the special issue. Indigenous education in urban settings: critical examinations and meaningful responses,"['Yulia Nesterova', 'Liz Jackson']",,Article,1 , Diaspora Indigenous and Minority Education,Nov 24,0,"
Request full-text",0,0,2
A rationale for nonviolence education and contemplative practices in higher education within the Global South.,['Gaston Bacquet'],Part of the theoretical framework for my ongoing doctoral research on non-violence education in the Global South,Preprint,,,,0,"
Download",0,0,16
Inhibition of myocardial cathepsin-L release during reperfusion following myocardial infarction improves cardiac function and reduces infarct size,"['Weihong He', 'Charlotte McCarroll', 'Katrin Nather[...]', 'Christopher Michael Loughrey']","Aims Identifying novel mediators of lethal myocardial reperfusion injury that can be targeted during primary percutaneous coronary intervention (PPCI) is key to limiting the progression of patients with ST-elevated myocardial infarction (STEMI) to heart failure. Here we show through parallel clinical and integrative preclinical studies the significance of the protease cathepsin-L on cardiac function during reperfusion injury. Methods and Results We found that direct cardiac release of cathepsin-L in STEMI patients (n = 76) immediately post-PPCI leads to elevated serum cathepsin-L levels and that serum levels of cathepsin-L in the first 24 hour post-reperfusion are associated with reduced cardiac contractile function and increased infarct size. Preclinical studies, demonstrate that inhibition of cathepsin-L release following reperfusion injury with CAA0225 reduces infarct size and improves cardiac contractile function by limiting abnormal cardiomyocyte calcium handling and apoptosis. Conclusion Our findings suggest that cathepsin-L is a novel therapeutic target that could be exploited clinically to counteract the deleterious effects of acute reperfusion injury after an acute STEMI. Translational perspective New therapeutic targets are urgently required to limit myocardial damage after reperfusion injury. We identified cardiac release of the protease cathepsin-L among patients following primary percutaneous coronary intervention (PPCI). Elevated serum levels of cathepsin-L were associated with reduced contractile function and increased infarct size at 24 hour and 6 months post-PPCI. Work conducted using animal models indicated that cardiac release of cathepsin-L mediated cardiac dysfunction following reperfusion injury. Specific inhibit
… Read more",Article,1 , Cardiovascular Research,,1,"
Download",0,2,54
"Lights, camera, provocation? Exploring experiences of surveillance in the policing of Scottish football","['Niall Hamilton-Smith', 'Maureen McBride', 'Colin Atkinson']","Based primarily on research into the policing of football fans in Scotland following the implementation of the Offensive Behaviour at Football and Threatening Communications Act (Scotland) Act 2012 this paper examines the interplay of police techniques and surveillance technologies in the policing of Scottish football. There has been relatively little academic attention directed towards the Act, so the question of why and how this flagship legislation generated such intense opposition that it was repealed within six years of its introduction demands investigation. This paper explores the implementation of the Act from the perspectives of football fans, criminal justice agencies, and representatives of football clubs, with a specific focus on the impact of police surveillance practices. The research uncovered strong perceptions that such practices were considered intimidatory, which may have weakened the perceived legitimacy of the Act. This paper poses a challenge to simple readings of evidence in terms of the claimed benefits of particular forms of surveillance, arguing that the use of technologies such as powerful hand-held cameras and body worn video (BWV) has had a detrimental impact on police-fan relationships, interactions and dialogue.",Article,1 , Policing and Society,Mar 21,0,"
Request full-text",2,1,12
