title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Progress in research of measurements of biological age,"['L Chen', 'J N Fan', 'Dianjianyi Sun[...]', 'Jinghui Lyu']","Biological age (BA) can be used to measure the aging process of individuals and make up for the deficiency that chronological age cannot explain the discrepancy of health status among individuals at same chronological age. In recent years, multiple measurements of BA based on clinical or phenotypic, molecular biological, or compound indicators have emerged. In the paper, we summarize some common measurements of BA and compare their validities.",Article,1 , Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,Nov 27,0,"
Request full-text",0,,0
Genome-wide detection and sequence conservation analysis of long non-coding RNA during hair follicle cycle of yak,"['Xiaolan Zhang', 'Qi Bao', 'Congjun Jia[...]', 'pl Yan']","Background: Long non-coding RNA (lncRNA) as an important regulator has been demonstrated playing an indispensable role in the biological process of hair follicles (HFs) growth. However, their function and expression profile in the HFs cycle of yak are yet unknown. Only a few functional lncRNAs have been identified, partly due to the low sequence conservation and lack of identified conserved properties in lncRNAs. Here, lncRNA-seq was employed to detect the expression profile of lncRNAs during the HFs cycle of yak, and the sequence conservation of two datasets between yak and cashmere goat during the HFs cycle was analyzed. Results: A total of 2884 lncRNAs were identified in 5 phases (Jan., Mar., Jun., Aug., and Oct.) during the HFs cycle of yak. Then, differential expression analysis between 3 phases (Jan., Mar., and Oct.) was performed, revealing that 198 differentially expressed lncRNAs (DELs) were obtained in the Oct.-vs-Jan. group, 280 DELs were obtained in the Jan.-vs-Mar. group, and 340 DELs were obtained in the Mar.-vs-Oct. group. Subsequently, the nearest genes of lncRNAs were searched as the potential target genes and used to explore the function of DELs by GO and KEGG enrichment analysis. Several critical pathways involved in HFs development such as Wnt signaling pathway, VEGF signaling pathway, and signaling pathways regulating pluripotency of stem cells, were enriched. To further screen key lncRNAs influencing the HFs cycle, 24 DELs with differ degree of sequence conservation were obtained via a comparative analysis of partial DELs with previously published lncRNA-seq data of cashmere goat in the HFs cycle using NCBI BLAST-2.9.0+, and 3 DELs of them were randomly selected for further detailed a
… Read more",Article,0 , BMC Genomics,Jun 26,1,"
Download",2,2,31
Improving Survey Measurement of Household Finances: A Review of New Data Sources and Technologies,"['Annette Jäckle', 'Mick P. Couper', 'Alessandra Gaia', 'Carli Lessof']","This chapter reviews different process‐generated data sources and new technologies that could be used to enhance the measurement of household finances in longitudinal surveys. It examines financial aggregators, loyalty cards, credit and debit cards, credit ratings, barcode scanning, receipt scanning, and mobile apps. The chapter aims to contribute to a greater understanding of errors that may arise at different stages of the data generating mechanism (with process generated data), or data collection (with new technologies), and how resulting errors may affect data quality. This will inform research and development into methods to reduce the likelihood and impact of errors. An expanded version of the total survey error framework is proposed for evaluating these new data sources. The chapter concludes with a discussion of implications for survey practice and research needs.",Chapter,,,Apr 1,0,"
Request full-text",2,1,8
R&D Productivity and the Nexus between Product Substitutability and Innovation: Theory and Experimental Evidence,"['Christos A. Ioannou', 'Miltiadis Makris', 'Carmine Ornaghi']","The present study proposes a theoretical model that investigates how R&D productivity influences the relationship between product substitutability and R&D investment in a duopolistic market. We argue that the effects on R&D investment are more complex than the previous literature suggests. We show theoretically that, in unlevelled industries, the laggard’s R&D investment decreases with product substitutability regardless of the R&D productivity level. In sharp contrast, in levelled industries, whether R&D investment increases or decreases with product substitutability depends crucially on the level of the R&D productivity. We choose parameters and formulate testable predictions that we take to the laboratory. We find that subjects’ behavior is largely consistent with the model’s predictions.",Article,1 , Journal of Economic Behavior & Organization,,1,"
Download",0,2,64
P76.98 NSCLC Patients With Rare EGFR Mutations in Exons 18 and 19 Benefits From Treatment With EGFR Tyrosine Kinase Inhibitors,"['J. Xu', 'R. Guo', 'M. Li[...]', 'K. Chen']",,Article,1 , Journal of thoracic oncology: official publication of the International Association for the Study of Lung Cancer,Mar 1,0,"
Request full-text",0,,0
Technology vs information to promote conservation: Evidence from water audits,"['Erik Ansink', 'Carmine Ornaghi', 'Mirco Tonin']",,Article,1 , SSRN Electronic Journal,Feb 23,0,"
Request full-text",0,0,2
The Effects of System Type and System Characteristics on Skills Acquisition in Upper Secondary Education and Training,"['Andy Green', 'Neil Kaye', 'Nicola Pensiero', 'Hao P. Phan']","This report examines the effects of upper secondary system types and characteristics on literacy and numeracy skills acquisition during the upper secondary phase of education and training. Whereas there is a substantial literature on system effects on skills during the primary and lower secondary phases of education, much less has been written about these effects in relation to the upper secondary phase. However, with the arrival of the OECD’s Survey of Adult Skills (SAS), which has now tested adults in over 40 countries and regions, it is now possible to explore how far education system characteristics explain the substantial variation across countries in changes in skills levels and inequalities during upper secondary phase.",Preprint,,,Feb 19,1,"
Download",0,4,107
Evaluating the Efficacy and Optimisation of the Peer-Led Flipped Model Using TEL Resources Within Neuroanatomy,"['Deepika Anbu', 'Alistair Robson', 'Octavia Kurn[...]', 'Scott Border']","The flipped classroom (where students prepare before and then develop understanding during class) and technology-enhanced learning (audio-visual learning tools) are increasingly used to supplement anatomy teaching. However, the supporting literature lacks robust methodology and is conflicting in demonstrating efficacy outcomes. Contrastingly, near-peer teaching (where senior students teach juniors on the same academic programme) is well researched and reported to be both effective and versatile. This provides an ideal vehicle in which to investigate and potentially optimise these approaches.",Chapter,1 , Advances in Experimental Medicine and Biology,Sep 3,0,"
Request full-text",0,0,14
Improving Research Methods Teaching and Learning in Politics and International Relations: A ‘Reality Show’ Approach,"['Matt Ryan', 'Clare Saunders', 'Emily Rainsford', 'Emma Thompson']",Student dissatisfaction with undergraduate research methods courses in politics and international relations is common across the sector. We suggest that methods teaching suffers from an unhealthy disassociation between research in theory – which we call ‘method acting’ – and research in practice. Our critical interviews with eminent researchers expose the compromises professional researchers make when designing their research. Students appreciate these insights when combined with first-hand research opportunities. We call this approach a ‘reality show’. Our analysis based on survey data and students’ evaluations of our approach suggests that these aids can provide an effective resource to improve teaching and learning of research methods.,Article,3 , Politics,,0,"
Request full-text",28,14,72
Supplementary Material,"['Yang Chong', 'Dong Tang', 'Jun Gao[...]', 'Daorong Wang']",,Data,,,,0,"
Download",0,,0
