title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Mapping technology-harm relations: From ambient harms to zemiosis,['Mark A. Wood'],"This article develops a new approach to analysing the technology-harm nexus. The approach distinguishes between different technology-harm relations: relations with technology that are harmful by virtue of what they contribute to bringing about. In this article, I focus on categorizing generative harm relations: relations with technology that are harmful by virtue of what they do to actors. Drawing together insights from zemiology, moral philosophy, postphenomenology, Stiegler's technophenomenology, and Latour's actor-network theory, I distinguish six generative technology-harm relations: ambient harms, alterity harms, exclusion harms, interface harms, harm translation, and zemiosis. Distinguishing between these generative harm relations is, I argue, useful in accounting for the techno-sociality of a range of social harms, from gun violence and digital coercive control to forms of oppression, inequality and immiseration (re)produced by algorithms.",Article,1 , Crime Media Culture,Jul 17,0,"
Request full-text",0,0.9,21
Enhancing relationships between criminology and cybersecurity,"['Benoit Dupont', 'Chad Whelan']","‘Cybercrime’ is an umbrella concept used by criminologists to refer to traditional crimes that are enhanced via the use of networked technologies (i.e. cyber-enabled crimes) and newer forms of crime that would not exist without networked technologies (i.e. cyber-dependent crimes). Cybersecurity is similarly a very broad concept and diverse field of practice. For computer scientists, the term ‘cybersecurity’ typically refers to policies, processes and practices undertaken to protect data, networks and systems from unauthorised access. Cybersecurity is used in subnational, national and transnational contexts to capture an increasingly diverse array of threats. Increasingly, cybercrimes are presented as threats to cybersecurity, which explains why national security institutions are gradually becoming involved in cybercrime control and prevention activities. This paper argues that the fields of cyber-criminology and cybersecurity, which are segregated at the moment, are in much need of greater engagement and cross-fertilisation. We draw on concepts of ‘high’ and ‘low’ policing ( Brodeur, 2010 ) to suggest it would be useful to consider ‘crime’ and ‘security’ on the same continuum. This continuum has cybercrime at one end and cybersecurity at the other, with crime being more the domain of ‘low’ policing while security, as conceptualised in the context of specific cybersecurity projects, falls under the responsibility of ‘high’ policing institutions. This unifying approach helps us to explore the fuzzy relationship between cyber- crime and cyber- security and to call for more fruitful alliances between cybercrime and cybersecurity researchers.",Article,,,Mar 27,0,"
Download",1,3.9,171
Dancing for diversity: The mixed-race identity of Indonesian-Australian cultural performers,['Monika Winarnita'],Inside Indonesia online article available on this link: https://www.insideindonesia.org/dancing-for-diversity Part of special issue on Racism: https://www.insideindonesia.org/it-s-time-to-talk-about-racism,Article,,,May 7,0,"
Request full-text",0,,2
"Out of Time: Modernity, Historicity, and Temporality in Ernst Jünger’s War Journals",['Marilyn Stendera'],"The diaries that detail Ernst Jünger’s time in occupied Paris can be as frustrating as they are captivating. Their tone is often both elegiac and detached, at once keenly aware of and distant from the suffering occurring all around their author. This ambiguity becomes particularly apparent in the contrast between the remarkable everyday encounters the diaries describe and their broader cosmic and world-historical ruminations. In this paper, I want to suggest that this tension can be read as a response to the imperatives through which totalising thought shapes how subjects operating under its confines relate to time itself. This dynamic, which can already be found in Jünger’s own earlier work, is dramatized in the way that the diaries construct the alternative temporal perspective of the witness. The witness here is one who survives outside of, and yet also remains caught between, two temporal imaginaries characteristic of modernity: Totalising historicization – the sweeping narrative of progress that demands the sacrifice of the present individual and individual present – and mechanised temporality, that is, instrumentalised clock time.",Chapter,,,,0,"
Download",0,0.3,5
"The Molecular Turn, Predictive Technologies and Diagnostic Fragmentation: An Interview with David Armstrong","['Alan Petersen', 'Kiran Pienaar']","Alan Petersen (AP) and Kiran Pienaar (KP): Thank you, David, for agreeing to share your perspectives in this interview. It is a pleasure and honour to have this opportunity to engage with your insights and scholarly contributions on surveillance medicine and the sociology of diagnosis. Looking back to your early contributions on surveillance medicine, these seem to anticipate recent diagnostic trends. What, if anything, has changed in the interim period?",Article,1 , Science Technology & Society,,0,"
Request full-text",0,0.1,2
The changing role of the FIRB and the politics of foreign investment in Australia,['David Ross Hundt'],"Australia’s policy on foreign investment aims to achieve both the liberal goal of maximising capital inflows and the statist one of ensuring that those inflows are in ‘the national interest’. This article analyses the tensions between these goals through interviews with policymakers who have direct knowledge of the Foreign Investment Review Board (FIRB), which has functioned as an ‘offstage’, pre-market regulator for capital inflows to Australia. The tensions between these policy goals were manageable because the FIRB exercised its powers rarely, decisively and quietly, and the government believed that foreign investment did not threaten the national interest. The emergence of state-owned enterprises as foreign investors, however, significantly altered this calculus, and the FIRB has been tasked with assessing the national security implications of proposed investments. Instead of working offstage, as in earlier decades, the FIRB has become central to debates about how Australia should respond to the rise of China.",Article,0 , Australian Journal of Political Science,Jun 3,0,"
Download",1,1.1,54
Peirce and Sellars on Nonconceptual Content,['Catherine Legg'],,Chapter,,,,0,"
Download",0,,11
Situating a Basic Income Alongside Paid Work Policies,['Andrew Scott'],"A Basic Income (BI) seeks to thoroughly de-commodify labour in the long term. Ideas for such a new payment need to be realistically situated alongside policies to enhance opportunities for paid work, particularly for those people who need it most. In the short and medium term, better policies to support job creation, work/life balance, improved quality of working life and skills retraining will be needed alongside any steps towards a BI. The Nordic nations have partly de-commodified people’s labour through policy approaches of this kind. The ways in which those countries have done so are valuable for Australia and other English-speaking countries to consider and learn from.",Chapter,,,,0,"
Request full-text",0,0.1,2
Visibility and Vulnerability on Instagram: Negotiating Safety in Women’s Online-Offline Fitness Spaces,"['Kim Toffoletti', 'Holly Thorpe', 'Adele Pavlidis[...]', 'Claire Moran']","This article investigates how safety is experienced, navigated and cultivated by women on Instagram. Using qualitative interview data, we explore women’s understanding and practices of keeping themselves and others safe when sharing information-rich images about their exercising bodies and fitness activities. Drawing on literatures from feminist leisure, sport and media studies, this article advances discussions about exercising women’s negotiations of risk and safety by considering digitally-mediated fitness experiences and the uses of “visibility and vulnerability” for creating cultures and communities of physical and emotional safety online and offline. Findings identify that knowledge of Instagram’s platform affordances and audiences, along with personal ethics, contribute to exercising women’s decision-making when posting self-produced physical activity content. We extend current thinking about the operations of visibility and vulnerability for women online by identifying the significance of spatial and relational elements to generating women’s feelings of safety on Instagram.",Article,1 , Leisure Sciences,Feb 17,0,"
Request full-text",1,1.4,38
Between Constituent Power and Constituent Authority†,"['George Duke', 'Elisa Arcioni']","This review article offers a critical appraisal of Joel Colón-Ríos’s Constituent Power and the Law. It argues that while Colón-Ríos’s book is undoubtedly a major advance in scholarship on constituent power, it leaves the reader wanting more illumination in its treatment of the relationship between the descriptive and the normative dimensions of the concept.",Article,1 , Oxford Journal of Legal Studies,,0,"
Request full-text",0,0.1,1
