title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Enhancing family nursing practice in schools: School nurses’ perspectives on illness beliefs and family nursing practice skills when caring for children with attention-deficit hyperactivity disorder or asthma – A cross-sectional study,"['Erla Kolbrun Svavarsdottir', 'Gudny Tryggvadottir', 'Margret Gisladottir', 'Ragnheidur Osk Erlendsdottir']","An increasing number of children attend schools with chronic illnesses/disorders that require managing and comprehensive healthcare from school nurses during the day. Collaboration between school nurses, the school-aged child with attention-deficit hyperactivity disorder (ADHD) or asthma, and their families is needed when coordinating/managing chronic health problems in the school setting. However, involving families in the assessment and care planning processes can be challenging. The aim of this study was to survey the illness beliefs of school nurses and their perceptions of their family nursing practice skills when offering healthcare services to children with ADHD or asthma in schools. A cross-sectional study was used for a sample of 82 school nurses. The manuscript was prepared following STROBE guidelines. Results indicated that the school nurses perceived themselves to be more confident and to have better knowledge and skill in family nursing practice when offering healthcare services to families of children with ADHD in comparison to asthma.",Article,,,,0,"
Request full-text",0,0.3,8
Surfing a Steep Learning Curve: Academics’ experience of changing teaching and assessment due to COVID-19,"['Guðrún Geirsdóttir', 'Marco Solimene', 'Ragna Kemp Haraldsdottir', 'Thamar Melanie Heijstra']","Í lok febrúar 2020 lýsti ríkislögreglustjóri, í samráði við sóttvarnalækni og landlækni, yfir óvissustigi almannavarna vegna COVID-19. Rektor Háskóla Íslands hvatti starfsfólk og nemendur til að fylgjast með upplýsingum frá Landlæknisembættinu og hlýða ráðum og fyrirmælum sem þaðan komu. Í kjölfarið var neyðarstig almannavarna virkjað á Íslandi og samkomur takmarkaðar til að vernda íbúa landsins. Um miðjan mars var háskólum lokað og fengu kennarar Háskóla Íslands það verkefni að færa alla kennslu á örskömmum tíma úr hefðbundnu staðnámi í kennslustofum yfir í fjarnám. Háskólakennarar bjuggu á þessum tímapunkti yfir mismikilli reynslu af rafrænum kennsluháttum og margir þeirra hófu hraða vegferð upp bratta lærdómskúrfu. Á meðan rannsóknir hafa beinst að upplifun og reynslu nemenda, líðan þeirra og atvinnuhorfum á tímum heimsfaraldurs, hafa fáar rannsóknir varpað ljósi á leiðir kennara á háskólastigi til að endurskoða og aðlaga eigin kennslu og samskipti við nemendur að breyttri tilveru. Þessari rannsókn er ætlað að veita innsýn í reynslu háskólakennara af skyndilegum breytingum á kennsluháttum á tímum COVID-19.Markmið þessarar greinar er að varpa ljósi á úrræði þriggja háskólakennara sem höfðu þá sérstöðu að vera samtímis í hlutverki kennara og nemenda á þessum fordæmalausu tímum. Sem kennarar báru þeir ábyrgð á að mæta farsællega þeim áskorunum sem óhjákvæmilega fylgdu heimsfaraldrinum fyrir nemendur, og vörðuðu námsmat, endurgjöf og prófafyrirkomulag. Sem neme
… Read more",Article,1 , Netla,,1,"
Download",0,1.6,45
The political economy of forest sector reforms in East Africa: Exploring the paradox of forest reforms and accelerated deforestation in Uganda.,"['Jon Geir Petursson', 'Pål Vedeld']",The political economy of forest sector reforms in East Africa: Exploring the paradox of forest reforms and accelerated deforestation in Uganda,Presentation,,,,0,"
Request file",0,0.8,17
"Bucken-Knapp, Gregg, Omanović, Vedran, and Spehar, Andrea. 2020. Institutions and Organizations of Refugee Integration. Bosnian-Herzegovinian and Syrian Refugees in Sweden. Cham: Palgrave Macmillan. 130 pp",['Árdís Kristín Ingvars'],,Article,1 , Nordic Journal of Migration Research,,0,"
Download",0,0.1,2
"Public or private school? Determinants for enrolment of adolescents in Bissau, Guinea-Bissau","['Geir Gunnlaugsson', 'Fatou N’dure Baboudóttir', 'Aladje Baldé[...]', 'Jónína Einarsdóttir']","Inequality in access to quality education is wide-ranging across and within countries. This study examines determinants for adolescents’ school enrolment in private and public schools in Bissau, Guinea-Bissau, including 2,039 randomly selected school-attending adolescents. The survey methodology was built on the Planet Youth collaboration and is the first of its kind in the setting. The critical determinant for attending a private school rather than a public one reflects parental socioeconomic background, i.e., education, employment status, and financial resources, not gender. Overage class enrolment is common, particularly in public schools and among boys rather than girls. National and international collective action and innovative education policies are needed for Bissau-Guinean adolescents to enjoy their right to the quality education they are entitled to.",Article,1 , International Journal of Educational Research,Jan 1,0,"
Download",0,0.8,24
"Passion, grit and mindset of Iranian wrestlers: A socio-psychological approach","['Saeed Shamshirian', 'Vidar Halldorsson', 'Hermundur Sigmundsson']","The study presents a socio-psychological analysis of the conventional psychological concept of passion, grit and mindset among Iranian elite wrestlers, along with exploring the associations of the aforementioned variables. We conducted a cross-sectional, correlational questionnaire survey among 124 international and national Iranian top male wrestlers and recruited 106 male and female Iranian university students as a control group to provide more rationale of the variables within the context. Passion Scale, GritS Scale and Theories of Intelligence Scale (TIS) were used to measure the variables. The wrestlers scored high on the passion, grit and growth mindset scales, higher than the controls. Further analysis indicated a positive association between passion, grit and growth mindset on wrestlers as a whole and the subgroups. There were, however, no differences in terms of the level of competency and achievement within the groups of wrestlers, which counters former findings. This research contributes valuable insights into how passion, grit and growth mindset, considering the interplay between individual agency and an apt social context, sustain athletes' desire for tough training; motivate them to overcome a series of setbacks and challenging situations in order to meet further achievements in such a competitive sport. The research further provides insight into a distinctive sport culture and proposes how the socio-cultural context of athletes impacts their mentality and achievement.",Article,1 , New Ideas in Psychology,,0,"
Request full-text",0,2.9,101
„Fólk í feldklæðum“. Lundar og hvítabirnir á mannöld,"['Katla Kjartansdóttir', 'Kristinn Schram']","Ólíkar birtingarmyndir tveggja dýrategunda, hvítabjarna og lunda, eru hér til umfjöllunar í samhengi efnismenningar og frásagna fortíðar og samtíma. Rætt er um með hvaða hætti hlutverk þeirra hefur fléttast saman við sjálfsmyndir og mismunandi menningarlegt samhengi. Spurt er hvernig merking þessara dýra hefur frá fornu fari tekið breytingum og þróast. Þar má nefna ýmsa merkingarauka í tengslum við loftslagsbreytingar, aukna umhverfisvitund og vaxandi áherslur á norðurslóðir sem birtast í myndrænni og efnislegri framsetningu, til dæmis í íslenskri ferðaþjónustu, á söfnum og í myndlist. Bakgrunnur ímyndanna í frásagnarhefð er skoðaður með tilliti til tákna og túlkunar á samskiptum manneskjunnar við náttúruöflin. Tekin eru til umfjöllunar dæmi um hvernig íslenskir myndlistarmenn hafa unnið með þessi dýr í verkum sínum, meðal annars til að vekja upp spurningar um umhverfismál en einnig til að varpa gagnrýnu ljósi á flókna menningarlega sjálfsmynd Íslendinga í hnattvæddum og kynlegum heimi samtímans. Knýjandi áskoranir varðandi umhverfismál og sameiginlegt vistkerfi blasa við, þvert á tegundir, og er hér lögð áhersla á þétta samfléttun manneskju og dýra.",Article,0 , Ritið,,0,"
Download",0,0.3,10
Adolescent Vocational Interests Predict Early Career Success: Two 12-Year Longitudinal Studies,"['Kevin Hoff', 'Chu Chu', 'Sif Einarsdóttir[...]', 'James Rounds']","Vocational interests are relatively stable individual differences that can change across the life span. However, little is known about the importance of interest changes, relative to stable interest levels, for predicting career outcomes. This study assessed the long-term predictive power of adolescent interest levels and interest growth for five career outcomes: degree attainment, occupational prestige, income, career- and job-satisfaction. The study used two 12- year longitudinal samples (N1 = 485; N2 = 1,290) with vocational interests measured across multiple waves from late adolescence to young adulthood. Results from both samples converged on three key findings. First, adolescents who showed better interest fit with their eventual vocation were more satisfied with their jobs over a decade later. Second, adolescent interests predicted objective career outcomes (i.e., degree attainment, occupational prestige, and income), revealing that early interests shaped educational and career choices. Third, interest changes were typically not associated with career outcomes, indicating that adolescent interest levels played a larger role. Together, these findings highlight the critical importance of childhood and adolescent interest development for guiding career trajectories and outcomes. We discuss implications for interest development theories, educational policies, and applied interventions.",Article,1 , Applied Psychology,,1,"
Download",4,15.6,602
Structural factors affecting community mobility for people with mobility impairments in Iceland: A human rights and occupational perspective,"['Sigrun Kristin Jonasdottir', 'Snaefridur Thora Egilson', 'Jan Polgar']","Moving between places in the community, or community mobility, is both an occupation and a means to other occupations. In order to move around and participate in society, people with mobility impairments need modifications as they encounter multiple barriers in their everyday lives. This discussion paper makes recommendations for policy development, especially as it relates to accessibility and transportation services for disabled people. This work highlights aspects that need to be incorporated into policy making to support community mobility for people with mobility impairments: (1) Incorporation of occupational values; (2) Participatory policy making; (3) Consistency and transparency in policy documents; and (4) Comprehensive monitoring system. The recommendations are discussed and reflected upon in the light of human rights, occupational science, and the Capabilities Approach. This paper highlights issues that arise at the system level and how limitations of policies and their implementation can lead to multiple capability failures and violations of human rights – such as the difficulties people with mobility impairments face if society fails to provide the necessary means to support their community mobility – and the various ways that situation may affect their other chosen occupations.",Article,1 , Journal of Occupational Science,,0,"
Download",2,2.6,82
"The U.S. Perception, Position, and Actions concerning China in the Arctic Region: Evaluating Continuity and Change from Bush to Biden","['Lukas K. Danner', 'Gudbjorg Ríkey Thoroddsen Hauksdottir']",,Conference Paper,,,Oct 9,0,"
Request full-text",0,0.3,12
