title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Finding a new narrative: Meaningful responses to 'false memory' disinformation,['Michael Salter'],,Chapter,,,Oct 12,0,"
Download",191,15,1
Social Inclusion and Exclusion for First Nations LGBTIQ+ People in Australia,"['Karen Soldatic', 'Corrinne Sullivan', 'Linda Briskman[...]', 'Kim Spurway']","This thematic issue of Social Inclusion highlights the connections between First Nations LGBTIQ+ people’s intersecting identities and inclusionary and exclusionary process in settler-colonial Australia. In this editorial, we briefly introduce key concepts and summarise the different contributions in the issue, providing some general conclusions and guidance on a possible future research agenda. © 2021 by the authors; licensee Cogitatio (Lisbon, Portugal). This editorial is licensed under a Creative Commons Attribution 4.0 International License (CC BY).",Article,1 , Social Inclusion,,0,"
Download",0,0,28
"Feasibility, acceptability and sustainability of postpartum contraceptive implant provision by midwives in NSW public hospitals","['Jessica R Botfield', 'Melanie Tulloch', 'Hannah Contziu[...]', 'Kirsten Black']","Background Repeat pregnancy in the first year after a birth is common. Many of these conceptions are unintended and may be prevented by providing access to contraception in the immediate postpartum period. Midwives in the hospital setting could potentially play a greater role in improving postnatal contraception information and provision. Aim We sought to implement and examine the success of a program training hospital-based midwives in immediate postpartum implant insertion. Methods This mixed methods study in two hospitals in New South Wales sought to explore the feasibility, acceptability and sustainability of a program that provided competency-based implant insertion training for midwives. The study documented training completion, implant insertion numbers and experience, and conducted end of study interviews with midwives and stakeholders. Findings Twenty-seven midwives undertook training and inserted 265 implants during the study period. Interviews with 13 midwives and 11 stakeholders concluded the program to be feasible and acceptable with midwives reporting high satisfaction from their involvement. All interviewees felt that midwives were well placed to insert implants, and reported that challenges around workload and opportunities for practice were generally manageable. It was recognised that sustainability of the program would require supportive policy and regular insertion opportunities. Conclusions Midwives successfully upskilled in implant insertions and there was widespread support for the program with expectations it would be sustained. Provision of contraceptive information and implant insertion by midwives in the immediate postpartum period is likely to incr
… Read more",Article,1 , Women and Birth,,0,"
Request full-text",0,0,5
Philanthropy and the Feminist Ethics of Care: Prospects and Problems,"['Annie Herro', 'Franklin Obeng-Odoom']","Surging philanthropic enterprises across the globe have raised questions about different approaches to giving and their associated moral theories. Much attention has been devoted to 'effective altruism', an outgrowth of the broader paradigm of 'effective' philanthropy which is aimed at addressing social problems using a businesslike , data-driven, outcome-oriented approach. Hierarchical in its decision-making structures and patterned after patriarchal social relations, effective altruism marginalises the weaker parties in the deliberations surrounding funding. The feminist ethics of care constitutes a formidable alternative because it emphasises contextuality, relationality and gender-equitable structures of care in philanthropy. Yet, apart from taking insufficient account of multiple identities, such as sexualities and race, class and caste, this paradigm overlooks hierarchical geographical and socio-spatial relations across the world and elevates household relations over community relations. More fundamentally, as a paradigm, care ethics portrays the existence and persistence of global inequalities and stratification as fortuitous, amenable to the care of the privileged. We highlight the importance of evolving care-based philanthropy to strengthen alternatives to effective altruism.",Preprint,,,,0,"
Download",0,2,53
Taking the Research Journey Together: The Insider and Outsider Experiences of Aboriginal and Non-Aboriginal Researchers.,"['Angela Dew', 'Elizabeth Mcentyre', 'Priya Vaughan']","Aboriginal and Torres Strait Islander peoples of Australia are among the most researched in the world. Indigenous research methodologies reframe a historical colonial-centric and often exploitative research paradigm, to instead privilege the voices and perspectives of Indigenous peoples within a social justice framework. In this article, we describe the lessons learnt in a research partnership between an Aboriginal and two Anglo-Australian researchers conducting an arts-based action research project in collaboration with five Aboriginal communities in New South Wales, Australia. We identify the importance of reflexivity to shed light on the impact of insider and outsider status in order to design and conduct culturally and ethically informed research with Aboriginal communities. Reflexivity, and a collaborative, adaptive approach to research processes also operates to ensure cultural and professional integrity are embedded into such research projects.",Article,9 , Forum Qualitative Sozialforschung,,0,"
Request full-text",4,2,9
A Novel Approach to First-Rib Resection in Neurogenic Thoracic Outlet Syndrome,"['Yueying Li', 'Yanxi Liu', 'Zhan Zhang[...]', 'Shusen Cui']","Objectives: The treatment for neurogenic thoracic outlet syndrome (NTOS) conventionally involves first-rib resection (FRR) surgery, which is quite challenging to perform, especially for novices, and is often associated with postoperative complications. Herein, we report a new segmental resection approach through piezo surgery that involves using a bone cutter, which can uniquely provide a soft tissue protective effect. Methods: This retrospective study involved the examination of 26 NTOS patients who underwent piezo surgery and another group of 30 patients who underwent FRR using the conventional technique. In the patient group that underwent piezo surgery, the rib was first resected into two pieces using a piezoelectric device and subsequently removed. In the patient group that underwent conventional surgery, the first rib was removed as one piece using a rib cutter and rongeurs. Results: The piezo surgery group had significantly shorter operative time (96.85 ± 14.66 vs. 143.33 ± 25.64 min, P < 0.001) and FRR duration (8.73 ± 2.11 vs. 22.23 ± 6.27 min, P < 0.001) than the conventional group. The posterior stump length of the residual rib was shorter in the piezo surgery group than in the conventional group (0.54 ± 0.19 vs. 0.65 ± 0.15 cm, P < 0.05). There were no significant differences in postoperative complications and scores of the Disabilities of the Arm, Shoulder and Hand (DASH) questionnaire, the Cervical Brachial Symptom Questionnaire (CBSQ), and the visual analog scale (VAS). Even the TOS index (NTOS Index = [DASH + (0.83 × CBSQ) + (10 × VAS)]/3) and patient self-assessments of both the groups showed no significant differences. Univariate analyses indicated that the type of treatment affected operative time. Co
… Read more",Article,1 , Frontiers in Surgery,,1,"
Download",0,0,7
Explaining divergent National Responses to Covid-19: An Enhanced State Capacity Framework,"['Linda Weiss', 'Elizabeth Thurbon']","We develop a state capacity framework to account for different national responses to Covid-19. Our starting point is the influential idea that neoliberalism has a major role to play in state failure to control the pandemic. By implementing neoliberal reforms, states have ostensibly rendered themselves incapable of preventing or mitigating the viral outbreak. A focus on the British experience lends weight to this perspective. But when viewed in a comparative light, the picture is less straightforward. By comparing the British and Australian cases, we see a similar embrace of neoliberal reforms across the whole of government, yet with strikingly divergent outcomes. How can we account for this dramatic difference? To answer this question, we offer an enhanced state capacity framework to improve our understanding of diverse national responses to Covid-19. Our larger objective is to enrich the existing state capacity literature in two ways. First, we extend the existing state capacity framework by introducing a new category – salutary capacity – to encapsulate a state's ability to correct and counteract the course of a national health emergency. Second, we introduce the idea of political choice to emphasise the importance of agency in offsetting the institutional weaknesses associated with neoliberal reform.",Article,1 , New Political Economy,,1,"
Download",0,2,38
Relationship-Based Practice in Therapeutic Residential Care: A Double-Edged Sword,"['Kenny Kor', 'Elizabeth Fernandez', 'Jo Spangaro']","This article draws on the lived experiences and perspectives of young people and practitioners in therapeutic residential care to examine what constitutes relationship-based practice. Eight young people and twenty-six practitioners across three residential care services in Australia participated in this qualitative study. Framework analysis identifies that personalised engagement, a delicate balance between care and control, and perseverance through turbulent times are conducive to relationship-based practice in therapeutic residential care. Relationship-based practice is also found to be employed in a unique historical and relational context that demands mindful navigation through three specific professional boundary issues including self-disclosure, over-identification and physical contact. Against this context, relationship-based practice in therapeutic residential care is considered a ‘double-edged sword’, offering practitioners copious opportunities to build connections with young people in informal environments whilst needing to mitigate multiple ethical ambiguities. Implications for practice include the need to safeguard the ‘do no harm’ priority whilst resisting defensive or detached practice. Contextualising relationship-based practice within an ethical practice framework to embed ethics work in day-to-day practice becomes paramount.",Article,1 , British Journal of Social Work,,0,"
Request full-text",0,0,36
Male dominated workplaces and the power of masculine privilege: a comparison of the Australian Political and Construction sectors,"['Natalie Galea', 'Louise Chappell']","Increasing women's representation in male dominated work sectors remains a persistent problem. This paper reorientates the focus from women's underrepresentation to male overrepresentation and privilege, to identify and compare the causal mechanisms between the overrepresentation of men in two traditionally male dominated work places in Australia: politics and construction. By applying feminist institutionalism, masculinities and privilege, it argues the overrepresentation of men is linked to gendered rules that uphold hegemonic masculinities which produce masculine privilege and supports a gender hierarchy. Masculine privilege occurs via three mechanisms: 1. a culture of denial; 2. perceptions that rules are neutral, legitimate and applied objectively; 3. through backlash and resistance to keep the gender status quo in place. We argue the effects of privilege combine to act as a barrier to the attraction, retention and progression of women to both sectors and conclude that the masculine privilege provides a valuable lens to explore how male dominance operates within work sectors. This article is protected by copyright. All rights reserved.",Article,1 , Gender Work and Organization,Feb 18,0,"
Request full-text",1,1,25
"Connection, comfort and COVID-19 in palliative care","['Emma Kirby', 'Rebecca McLaughlan', 'Lynette Wallworth[...]', 'Richard Chye']",,Article,,,,0,"
Download",1,0,26
