title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Producing Place-Based Masculine Subjectivities: Aspirations for Recognition and Status among Socially Mobile Vietnamese-Australian Young Men,"['Garth Stahl', 'Yang Zhao']","This article presents a longitudinal case study of five second-generation Vietnamese-Australian males experiencing the transition from boyhood to manhood. The participants reside in the same peri-urban region in Australia and come from families working in factories and restaurants or on farms and all aspire to pursue more middle-class forms of employment. Our investigation compels us to reflect on gendered identities as intercultural where place-based experiences open up opportunities for young men to gain recognition and status. Central to the analysis is how masculine subjectivities are embodied and performed as these young men navigate through different places. We draw on Bourdieu’s concepts (habitus, capital and field) to decipher how their experiences with place shape their sense of who they are as well as who they want to become. This case study complements scholarship which addresses intra-group differences in Vietnamese-Australian cultures, and how these differences are deeply influenced by access to and operationalisation of capital through sustained contact with various fields.",Article,1 , Journal of Intercultural Studies,2h ago,0,"
Request full-text",0,,4
"Discovery of phthalazino[1,2-b]-quinazolinone derivatives as multi-target HDAC inhibitors for the treatment of hepatocellular carcinoma via activating the p53 signal pathway","['Qingqing Liu', 'Bin Zhang', 'Yuanjiang Wang[...]', 'Shaohua Gou']","In view of histone deacetylases (HDACs) as a promising target for cancer therapy, a series of phthalazino[1,2-b]-quinazolinone units were hybrided with ortho-aminoanilide or hydroxamic acid to serve as multi-target HDAC inhibitors for the treatment of solid tumors. Among the target compounds, 8h possessed nano-molar IC50 values toward the tested cancer cells and HDAC subtypes, which was more potent than the HDAC inhibitor SAHA (vorinostat). Mechanism study revealed that compound 8h could suppress the HepG2 cell proliferation via prompting the acetylation of histone 3 (H3) and α-tubulin, and activating the p53 signal pathway as designed. In addition, compound 8h exhibited much stronger in vivo antitumor efficacy than SAHA in the HepG2 xenograft tumor model with negligible toxicity. As a novel multi-target HDAC inhibitor, compound 8h deserves further development as a potential anticancer agent.",Article,1 , European Journal of Medicinal Chemistry,2d ago,0,"
Request full-text",0,0,5
The soil science and archaeo-geophysics alliance (SAGA): Going beyond prospection,"['Carmen Cuenca-García', 'Kayt Armstrong', 'Elina Aidona[...]', 'Kelsey M Lowe']","Archaeological sites can be discovered and recorded in a high-resolution and non-invasivemanner using geophysical methods. These measure the spatial variation of a range ofphysical properties of the soil which may be representative proxies of the subsurfacearchaeology. Less-invasive and cost-effective field procedures have become top-priority tomitigate the destructive effects on our cultural heritage from intensified land use, climatechange and the current conflict panorama. At a time when many organisations are investing in advanced geophysical equipment, amajor problem is that our ability to fully interpret the information available from geophysical datasets is still very limited. This deficiency prevents geophysical survey moving beyond basic prospection and becoming a significant tool for answering nuanced questions about archaeology and their host landscapes. This limitation arises from an incomplete understanding of the relationship between soil properties and geophysical measurements. Bridging this gap requires multi-disciplinary teams, testing novel methods, plus scholarly discussion to collate the outcomes of projects on this topic. Overcoming these challenges is a prerequisite for maximising the costeffectiveness of geophysical methods, realising the expected benefits of technological investment and allowing broader utility of geophysical methods in the cultural heritage sector. SAGA will build an international network of geophysicists, archaeologists, soil scientists and other experts to develop our capability to interpret geophysical data and promote research collaborations. Our vision is that after four years, SAGA will have created an environment within which emerging field procedures, enhanced data inter
… Read more",Preprint,,,4d ago,0,"
Request file",0,1,37
La Antropología Histórica como crítica cultural,['Francisco Tiapa'],"Abstract. This article presents a theoretical reflection around the methodological challenges in the study of societies where ethnic and cultural differences are intrinsic conditions, and where different logics of transformation coexist in a tense, contradictory, and mutually constitutive way. The main argument sustains that the historical glance must create a distance from its own schemes of change to approach to contexts where cultural variability is simultaneous in time and space. The main emphasis will be on the multiple otherness towards the analyst’s world of reference, the variability of time, the differences in other times and other spaces, as well as the overlapping between cultural multiplicities in the same times and spaces. In addition, there will be an argument in favour of the the relevance of the relations mutually dependants, but with contradictory horizons between different multicultural universes, to go beyond the epistemological obstacles of Unilinear History. Keywords: analytical approaches, cultural critics, multiethnic societies.",Article,,,Dec 15,0,"
Download",0,0,6
FDGATII : Fast Dynamic Graph Attention with Initial Residual and Identity Mapping,"['Gayan Kulatilleke', 'Marius Portmann', 'Ryan Ko', 'Shekhar Suresh Chandra']","While Graph Neural Networks have gained popularity in multiple domains, graph-structured input remains a major challenge due to (a) over-smoothing, (b) noisy neighbours (heterophily), and (c) the suspended animation problem. To address all these problems simultaneously, we propose a novel graph neural network FDGATII, inspired by attention mechanism's ability to focus on selective information supplemented with two feature preserving mechanisms. FDGATII combines Initial Residuals and Identity Mapping with the more expressive dynamic self-attention to handle noise prevalent from the neighbourhoods in heterophilic data sets. By using sparse dynamic attention, FDGATII is inherently parallelizable in design, whist efficient in operation; thus theoretically able to scale to arbitrary graphs with ease. Our approach has been extensively evaluated on 7 datasets. We show that FDGATII outperforms GAT and GCN based benchmarks in accuracy and performance on fully supervised tasks, obtaining state-of-the-art results on Chameleon and Cornell datasets with zero domain-specific graph pre-processing, and demonstrate its versatility and fairness.",Preprint,,,Dec 1,1,"
Download",0,0,15
Human and Faunal Stable and Radiogenic Isotope Data from Four Bahraini and Three Jordanian Assemblages c. 5300 B.C. to 1500 AD,['Damien Huffer'],"This dataset presents carbon, nitrogen, oxygen (carbonates and phosphate) and strontium data from human and faunal remains from that portion of seven assemblages from Jordan and Bahrain currently curated at the Smithsonian Institution's National Museum of Natural History. Human remains from Bahraini assemblages include the Middle Islamic Period (c. 1,400-1,500 AD) cemetery associated with the Qal'at al-Bahrain fort (n=49) and the Early Dilmun City IIa-c Period (c. 2,350-1,800 BC) assemblages of Saar (n=31), Buri North (n=41) and Buri South (n=17). The Saar assemblage, at the time of sampling at the Smithsonian Institution, also included individuals recovered from isolated tombs outside the Saar mound field, with distinct alphanumeric or name designations. The Buri assemblage also contained one individual labeled BE (Buri East). Assemblages from Jordan include Early Bronze Age IB (c. 3,550-3,150 BC) Bab-edh Dhra (91 individuals selected of a total MNI of 274), the Iron Age IA (c. 1,250-1,100 BC) assemblage from a commingled cave burial from the Ba'Qa Valley (n=63), and the Late Roman (c. 200-300 AD) assemblage from Zabayir Zahir edh-Diyab, also known as the Queen Alia International Airport assemblage (n=69). Not all individuals from whom a bone sample was taken had a suitable tooth to sample as well. A cumulative total of 13 faunal samples (bone and teeth; cattle and sheep) were also obtained from the Bahraini assemblages, all but two from the Bronze Age assemblages. Results in general are consistent with those from other assemblages from both locations regardless of time period, but they also complement and expand what is known about long-distance migration and dietary div
… Read more",Article,1 , Data in Brief,Nov 28,0,"
Request full-text",0,0,3
"Risk, Reliability, and the Importance of Small-Bodied Molluscs across the Hawaiian Windward-Leeward Divide","['Ashleigh J. Rogers', 'Marshall I. Weisler']","The windward-leeward dichotomy is an important biogeographical distinction when investigating prehistoric island colonisation, settlement patterns, site use, and subsistence regimes. We analysed the mollusc remains from late prehistoric windward and leeward coastal midden sites from Moloka'i, Hawaiian Islands, to understand exploitation strategies in differing environmental contexts. Analysis of molluscan remains and their associated habitats, through a patch-choice framework, indicated that, instead of practicing different foraging regimes relative to their location, windward and leeward groups targeted small Neritidae gastropods from habitats adjacent to their home site. Despite the broad environmental differences, similar subsistence strategies may have been adopted for multiple reasons. In our windward-leeward assemblages, we suggest that mollusc size is not the paramount driver of forager decision making. Through a foraging theory lens, mollusc rank is reinterpreted beyond body size in response to prey-specific biological and ecological factors, such as aggregation and predictability. We also consider that targeted exploitation of stable, reliable, and resilient prey populations may instead be indicative of a risk management strategy in marginal, high variance environments. The best explanation may be a combination of both interpretations where the risk sensitive forager ranks prey by a different set of optimality criteria that includes targeting high-density clusters of small gastropods.",Article,1 , Human Ecology,Nov 27,1,"
Download",0,4,66
Web 3.0 and future of electronic medical records,['Farzad Jahedi'],"80’s has been the starting era of using PC’s in the world and consequently in the medicine. By 2000 and popularity of web 1.0, we started the new decade of web 2.0 and social web. All these evolutions in information technology have had inevitable effect on medical information systems. 2010 and the current decade is the time for web 3.0 and semantics. Effective pass through web 3.0 will, hopefully, guide us toward web 4.0; we can call it intelligent web and subsequently intelligent medical information systems. The basic components of semantics are ontology and the knowledgebase that support the required interactions. Ontology includes lexicon and a wide variety of relationships between concepts. Internationally accepted standard ontology will be an important achievement in launching global semantics for information system. This is an ongoing project with a well-known product in medicine called “SNOMED-CT” from International Health Terminology Standards Development Organization. Around this ontological core there are different knowledgebase standards and technologies for implementation. Knowledge engineers and informaticians have different challenges in this area. There’s a wide held belief that almost all of medical data will be managed in medical information systems in less than a decade, as we can find it out in the health care provider centers around many developed and developing countries, but the next challenge will be optimum usage of this huge repository of information for the best health-care services, education and research. Although already semantics has been utilized in different levels in various electronic medical records, we have long way to use it as an applied part of our e-health system. There is a need for a gen
… Read more",Conference Paper,,,Nov 26,0,"
Download",0,0,31
"Semantics, Visualization and Web2.0 Integrated. Approach to Education in. Medical Sciences",['Farzad Jahedi'],,Conference Paper,,,,0,"
Download",0,,3
The Risk and Time Preferences of Young Truants and Their Parents,"['Emma Antrobus', 'Victoria Baranov', 'Deborah A. Cobb-Clark[...]', 'Agnieszka Tymula']",,Article,8 , SSRN Electronic Journal,Nov 20,0,"
Request full-text",0,0,1
