title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Peace Parks in the MENA Region: Opportunity for Negotiation,['Lisdey Espinoza Pedraza'],,Thesis,,,5d ago,0,"
Request full-text",0,,0
Linking Security and Democracy: Institutionalising Mexico's Political Party System,['Lisdey Espinoza Pedraza'],,Thesis,,,,0,"
Request full-text",0,,0
Los Saldos de la Colonia y el Porfiriato en el México Post-revolucionario y Contemporáneo,['Lisdey Espinoza Pedraza'],,Article,,,,0,"
Request full-text",0,,0
The gendered politics of recognition and recognizability through political apology,['Emma Dolan'],"This article focuses on the performative recognition offered to victims through political apologies for conflict-related sexual violence (CRSV). It engages with understandings of political apology as an act of acknowledgment and moral visibility that has the capacity to further include marginalized accounts of violence or injustice within exclusive national histories/memberships. I introduce feminist understandings of visibility as ambivalent alongside a differential politics of “grievability” in order to suggest that political apologies must always recognize and make visible particular accounts of violence and subject positions; however, they simultaneously obscure others. I problematize the gendered and gendering effects of this process in relation to two cases of apology for CRSV: the Japanese imperial “comfort women” and the US Abu Ghraib torture scandal during the Global War on Terror (GWoT).",Article,1 , Journal of Human Rights,Nov 11,0,"
Request full-text",0,0,2
Conflict and Consensus: A study of values and attitudes in the Republic of Ireland and Northern Ireland,"['Bernadette C. Hayes', 'Richard Sinnott']",,Book,,,Nov 1,0,"
Request full-text",0,38,76
Société civile et politiques de démocratisation au Moyen-Orient,['Andrea Teti'],,Chapter,,,Oct 31,0,"
Request full-text",0,0,1
Lone organizers: Opposition party-building in hostile places in Tanzania,['Dan Paget'],"I ask where African opposition parties organize. Party-building is communicative; it involves persuading people to become activists. The literature suggests that opposition parties organize where people are receptive to their messages and build outwards from there. I study Chadema’s opposition party-building through site-intensive fieldwork. Chadema organized primarily in such receptive areas, but also in four unreceptive constituencies. I use these deviant constituencies to refine the literature. Prior theory neglects the heterogeneity of party-building. I decompose party-building into three modes as follows: by touring leaders, branches and concentrating leaders. Concentrating leaders dedicate their organizing to single places. They employ small rallies which afford interactive, individualized and iterative communication. This personalized communication enables them to overcome initial unreceptiveness to their messages. I conclude that opposition parties can organize in unreceptive areas, but only through the personalized methods of these ‘lone organizers’. Altogether, I show how and through whom opposition parties organize in hostile environments.",Article,1 , Party Politics,Oct 29,1,"
Download",1,1,7
Scotland and England’s colliding nationalisms: neoliberalism and the fracturing of the United Kingdom,['John Bone'],"This paper explores the growing divide between Scotland and England, a schism that was beginning to take form with Scottish devolution and which has grown exponentially since the Independence Referendum of 2014. The central argument presented in the paper is that renewed impetus for national distinction and self-determination in Scotland is best understood as one facet of a much wider popular disenchantment and growing restiveness with the trajectory of contemporary UK politics, culture and society that has found an outlet via a resurgent nationalist discourse and institutional framework. Analysis here is approached via the application of an original biosocial theory with the aim of presenting further insights into the underlying processes driving contemporary political instability. Moreover, it is argued that this scenario can be understood, and may shed light upon, the wider rise in nationalist and populist sentiment that is contributing to increasing political turbulence across Europe and beyond.",Article,1 , British Politics,Oct 2,0,"
 access options",0,0,8
Female Party Attachment in a Power-Sharing Polity: The Erosion of Protestant Support in Northern Ireland,"['Bernadette C. Hayes', 'Joanne McEvoy']",,Chapter,,,Sep 29,0,"
Request full-text",0,0,4
"No Bread, No Freedom, No Social Justice: How EU-Egyptian Human Rights Discourse Undermines Democracy","['Andrea Teti', 'Gennaro Gervasio']",,Chapter,,,Sep 29,0,"
Request full-text",0,0,1
