title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
An insurgent empire of mediators and beyond,"['Nuno Domingos', 'Ricardo Roque']",,Article,1 , Dialogues in Human Geography,,0,"
Request full-text",0,0.2,7
Perceptions of the appropriate response to norm violation in 57 societies,"['Kimmo Ericsson', 'Pontus Strimling', 'Michele Gelfand[...]', 'Paul A M Van Lange']","Norm enforcement may be important for resolving conflicts and promoting cooperation. However, little is known about how preferred responses to norm violations vary across cultures and across domains. In a preregistered study of 57 countries (using convenience samples of 22,863 students and non-students), we measured perceptions of the appropriateness of various responses to a violation of a cooperative norm and to atypical social behaviors. Our findings highlight both cultural universals and cultural variation. We find a universal negative relation between appropriateness ratings of norm violations and appropriateness ratings of responses in the form of confrontation, social ostracism and gossip. Moreover, we find the country variation in the appropriateness of sanctions to be consistent across different norm violations but not across different sanctions. Specifically, in those countries where use of physical confrontation and social ostracism is rated as less appropriate, gossip is rated as more appropriate.",Article,,,,0,"
Download",1,43.1,703
The Palgrave Handbook of Family Sociology in Europe,"['Anna-Maija Castrén', 'Isabella Crespi', 'Gauthier Jacques-Antoine[...]', 'Vida Cesnuityte']","‘The handbook provides an excellent blend of reassessment and reflection on what we know and how we know about families and intimate lives in Europe. Critical overviews and new insights are offered across a carefully chosen range of starting points.’ —Lynn Jamieson, Professor of Sociology, University of Edinburgh, UK, and series editor for Palgrave Macmillan Studies in Family and Intimate Life ‘This handbook is an excellent compendium of recent scholarship on the sociology of the family by European scholars. It will be a valuable resource for American scholars who wish to keep up with the best research in Europe.’ —Andrew Cherlin, Professor of Sociology and Public Policy, Johns Hopkins University, USA This handbook provides a meaningful overview of topical themes within family sociology as an academic field as well as empirical realities in various societal contexts across Europe. More than sixty prominent European scholars’ original texts present the field’s main theoretical and methodological approaches in addition to issues such as families as relationships, parental arrangements, parenting practices and child well-being, family policies in welfare state regimes, family lives in migration, and family trajectories. Presenting cutting-edge research on findings, theoretical interpretations, and solutions to methodological challenges, it is a timely tool for researchers, teachers, students, and family practitioners who wish to familiarise themselves with the state of family sociology in Europe.",Book,,,,0,"
Request full-text",0,2.8,110
Risco e Medicina Oncológica na Primeira Metade do Século XX: O Caso Português,['Ricardo Gomes Moreira'],,Article,,,,0,"
Download",1,0.5,3
Author Correction: Perceptions of the appropriate response to norm violation in 57 societies,"['Kimmo Eriksson', 'Pontus Strimling', 'Michele Gelfand[...]', 'Paul A M Van Lange']",,Article,1 , Nature Communications,Apr 29,0,"
Download",0,25.0,426
"Melo, B.P., Vieira, M. M., Pappámikail, L. & Nunes, Cátia (2015). A autonomia sob influência: processos e suportes para a escolha In M M Vieira (coord.) O Futuro em Aberto. (pp. 199-226). Lisboa: Mundos Sociais.","['Benedita Portugal Melo', 'Maria Manuel Vieira', 'Lia Pappámikail']",,Chapter,,,,0,"
Download",0,0.8,13
Assessing inequalities in geographical access to emergency medical services in metropolitan Lisbon: a cross-sectional and ecological study,"['Katielle Silva', 'Miguel Padeiro']","Objectives Studies have suggested that material deprivation is strongly associated with negative health outcomes, and lower usage of various levels of healthcare. We aim to analyse geographical access to emergency medical services (EMSs) and hospital emergency units by EMS in relation to deprivation in the Lisbon Metropolitan Area (LMA), Portugal. Design This study estimates road network-based access times from the centroids of statistical sections (census block groups equivalent) to locations of EMS and hospital emergency services. Each statistical section has been linked to a Material Deprivation Index (MDI). A non-parametric analysis of variance (ANOVA) was undertaken to compare MDI-linked statistical sections in terms of access to emergency care. Geographical access analysis was conducted for 2018. Primary outcome measure Road network-based access time (in minutes) for EMSs to statistical sections and then on to emergency units in hospitals. Results Overall, 82.4% of the LMA population is located less than a 10 min drive from an EMS without transport, and 99.1% from an EMS with transport. Travel time from EMS with transport to hospital is potentially less than 20 min for 95.2% of the population. However, 63.1% of residents living beyond a 30 min threshold (total time from emergency call to hospital arrival) are in areas with very high MDI (18.8% in high MDI, 13.3% in medium MDI, 4.7% in low MDI, 0% in very low MDI). Kruskal-Wallis ANOVA confirms discrepancies in access times between better-off and poorer areas. Conclusion Poorer areas experience worse geographical access to EMS and hospital emergency units. More research is needed to explore the quality of services and their outco
… Read more",Article,0 , BMJ Open,,1,"
Download",1,1.2,42
How Can Polycentricity of Territorial Development Improve Functional Integration? NATIONS UNIES - ОБЪЕДИНЕННЫЕ НАЦИИ - UNITED NATIONS,"['Joao Morais Mourato', 'Karel Maier', 'Judith Ryser']","This paper explores the concept of polycentricity and its expected contribution to more balanced territorial development and social inclusion at different spatial scales. The paper focuses on the influence of cities in facilitating competitiveness, innovation and growth by harnessing the synergy of polycentric networks of cooperation, coordination and complementarity. It discusses governance and partnerships and how they can best assist the implementation of polycentric development.",Conference Paper,,,,0,"
Download",0,,3
"""Free the people"": the search for ""true democracy"" in western europe's far-right political culture.",['J. P. Zúquete'],,Chapter,,,,0,"
Download",6,4.1,65
Payments for Ecosystem Services and Rural Transition to Sustainability. A critical assessment.,"['Rui Simões', 'Alexandra Bussler']","Ecosystem services (ES) are commonly understood as the benefits humankind obtains from nature in order to satisfy their needs and that, at the same time, fulfil other species requirements (Costanza et al., 1997; MEA, 2005). Designed with the aim to capture the value that nature should represent for society, the concept of ES has been gradually introduced into the realm of the market (Gómez-Baggethun et al., 2010). Nowadays, it is argued that Payments for Ecosystem Services (PES) help to reverse the degradation of ecosystems, its services and biodiversity and even help to restore the latter. Furthermore, it is said to reduce poverty and create a novel “urban–rural compact” since it transfers funds from consumers of ES to the providers responsible for their provisions (Kosoy & Corbera, 2010, p. 1228). Heavy critiques have arisen of the utilitarian approach to nature, especially the mainstreaming of the economic approach to nature (cf. Gómez-Baggethun et al., 2010; McCaubley, 2006; Corbera et al., 2007). However, they are still seen as the dominant mechanism to attain sustainability. Some authors are even proposing that, if significantly altered and reframed, PES could help to trigger a transition to sustainability (Muniz & Cruz, 2015). It is in this realm that our paper has to be positioned. It has the double aim of 1) inquiring into how the PES mechanism functions, in order to 2) find out which are the main limitations and constraints of this approach to value ecosystems. For this undertaking we look at the hypothetical case of a rural unsustainable community in Southern Europe and ask ourselves under which premises the PES mechanism could help the community to transition to a real sustainability state, framed by the transition literature.
… Read more",Preprint,,,,1,"
Download",0,0.5,42
