title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads
Cultural Preservation Through ICT amongst Ethnic Minorities in Malaysia,"['Yeong Khong Choo', 'Sarjit S. Gill', 'Asnarulkhadi Abu Samah', 'Ahmad Tarmizi Talib']",,Article,,,3h ago,0,"
Download",0,0,11
"Potential Moderator between Violent Video Games, Prosocial Media Violence and Aggressive Behaviours: Systematic Literature Review","['Mohd Ziyad Afiq Zaharim', 'Azlina Mohd Khir', 'Amna Md Noor[...]', 'Maziatul Akmal Khairuzaman']",,Article,,,2d ago,0,"
Request full-text",0,0,2
"The Tenets of The Mah Meri Oral Tradition, Life Issues and Challenges in Pulau Carey, Selangor","['Mohd Haikal Zuhairi', 'Mohd Roslan Rosnon', 'Asnarulkhadi Abu Samah']",,Article,,,Dec 16,0,"
Request full-text",0,0,1
"The Association between Family Relationship, Deviant Peer Socialization, Self-Concept and Aggressive Behavior among At-Risk Student in Selangor","['Patonah Zakaria', 'Amna Md Noor', 'Azlina Mohd Khir[...]', 'Mohammad Mujaheed Hassan']",,Article,,,Dec 15,1,"
Download",0,0,2
"The Influence of Financial Knowledge, Financial Socialization, Financial Behaviour, and Financial Strain on Young Adults' Financial Well-Being","['Mohamad Fazli Sabri', 'Husniyah Abd. Rahim', 'Amirah shazana Magli[...]', 'Siti Shazwani Ahmad Suhaimi']","Financial well-being refers to one's overall satisfaction with their current financial condition, and it plays a significant part in young adults' overall success as well as their ability to overcome psychological health concerns. It has become a crucial concern for individuals, households, societies, and countries in recent years, yet research on the subject is sparse and dispersed among fields. As a result, the current research assessed an empirical financial well-being model based on Malaysian young adults' financial knowledge, financial socialization, financial behavior and financial strain. A multi stage random sampling method was performed to draw a representative sample of Malaysian young adults, and 651 duly filled responses were received through the self-administered questionnaire. As stated by the multiple regression results, 16.1% of the total variance of financial well-being was clarified by the model. All four financial well-being determinants examined (financial knowledge, financial socialization, financial behavior, financial strain) were revealed significant, and only financial strain had a negative relationship with financial well-being. Therefore, current study has both the theoretical and practical contributions, and offers experts with actionable insights regarding the determinants of young adults' financial well-being when designing policies to uplift their financial well-being over time.",Article,,,Dec 14,0,"
Download",0,0,28
"Influence of Financial Behavior, Financial Stress and Locus of Control on Financial Well-Being among B40 Households in Selangor During the Pandemic","['Amirah shazana Magli', 'Mohamad Fazli Sabri', 'Husniyah Abd. Rahim', 'mohd amim Othman']","Economic disadvantage disproportionately affects B40 households with income shocks. This paper aims to analyse the effects of financial well-being on 428 respondents from B40 households in Selangor districts using non-probability sampling (purposive stratified sample). SPSS Version 26 was used to perform regression analyses to determine factors influencing financial behaviour, financial stress, and locus of control. The fitness of the financial well-being model indicated an R-square value of 0.386. The model explained 38.6 per cent of the variances in financial well-being. Financial well-being was explained by the model's factors comprising financial behaviour, financial stress, internal and external locus of control. Model indicated (F = 65.70; p = .000) were valid models based on the ANOVA output. Financial behaviour and internal locus of control were shown to positively impact financial well-being; whereby financial stress was negatively influencing financial well-being. Financial stress occurs when a person's financial resources are insufficient to meet basic financial needs. Henceforth, those under a lot of financial stress must engage in proper financial activities to be more financially independent. In conclusion, ensuring responsible practices, including excellent financial behaviour practices, strong financial stress management, and high internal locus of control strengthened would assist households in completing their financial management.",Article,,,,0,"
Download",0,0,11
Job Stress and Coping Strategies as Predictors for Psychological Wellbeing among Malaysian Anti-Drug Professionals,"['Naqi Dahamat Azam', 'Mohd Roslan Rosnon', 'Noradilah Md Nordin', 'Mansor Abu Talib']",,Article,,,Dec 13,0,"
Request full-text",0,0,3
Crisis Communication Relief Management and Preparedness: Covid-19 Disease Outbreak for Indigenous Peoples in Malaysia,"['Sara Chinnasamy', 'Mohd Roslan Rosnon', 'Sarjit S. Gill']",,Article,,,,0,"
Request full-text",0,0,10
Five Important Considerations for the Development of Anti-corruption Education in Malaysia for Young People,"['Lim Mengzhen', 'Eliza Berezina', 'Wan MUNIRA Wan Jaafar[...]', 'Hanina H. Hamsan']",,Article,,,Dec 13,0,"
Request full-text",0,0,6
Insurance Payment Predicting Financial Risk Management Satisfaction of Malaysian Public Sector Employees,"['Husniyah Abd. Rahim', 'Mohamad Fazli Sabri', 'Amirah shazana Magli[...]', 'S Zahariah']",,Article,,,Dec 13,0,"
Download",0,0,1
